id,content
328,"university of sydney in Australia offers the program Data Science.      Admission Requirements:     - GRE Score: 306     - TOEFL Score: 114     - Minimum CGPA: 6.27      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 35000      Admission Insight:     - Chance of Admission: 0.33"
329,"harvard university in USA offers the program Business Analytics.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 97     - Minimum CGPA: 8.14      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 54000      Admission Insight:     - Chance of Admission: 0.54"
330,"university of melbourne in Australia offers the program AI & ML.      Admission Requirements:     - GRE Score: 337     - TOEFL Score: 119     - Minimum CGPA: 6.57      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 36000      Admission Insight:     - Chance of Admission: 0.63"
331,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 301     - TOEFL Score: 108     - Minimum CGPA: 6.05      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.45"
332,"heidelberg university in Germany offers the program Data Science.      Admission Requirements:     - GRE Score: 311     - TOEFL Score: 96     - Minimum CGPA: 7.69      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.45"
333,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 311     - TOEFL Score: 96     - Minimum CGPA: 7.18      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.42"
334,"tu munich in Germany offers the program Computer Science.      Admission Requirements:     - GRE Score: 335     - TOEFL Score: 97     - Minimum CGPA: 7.94      Application Details:     - Deadline: Jan 31, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.57"
335,"imperial college london in UK offers the program AI & Robotics.      Admission Requirements:     - GRE Score: 319     - TOEFL Score: 94     - Minimum CGPA: 8.31      Application Details:     - Deadline: Dec 15, 2024     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 36000      Admission Insight:     - Chance of Admission: 0.53"
336,"mit in USA offers the program Computer Science.      Admission Requirements:     - GRE Score: 327     - TOEFL Score: 112     - Minimum CGPA: 6.17      Application Details:     - Deadline: Dec 15, 2024     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 55000      Admission Insight:     - Chance of Admission: 0.45"
337,"university of edinburgh in UK offers the program Machine Learning.      Admission Requirements:     - GRE Score: 327     - TOEFL Score: 114     - Minimum CGPA: 6.49      Application Details:     - Deadline: Jan 31, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 27000      Admission Insight:     - Chance of Admission: 0.52"
338,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 334     - TOEFL Score: 96     - Minimum CGPA: 8.23      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.6"
339,"heidelberg university in Germany offers the program Data Science.      Admission Requirements:     - GRE Score: 297     - TOEFL Score: 112     - Minimum CGPA: 7.37      Application Details:     - Deadline: Aug 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.35"
340,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 96     - Minimum CGPA: 8.92      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.46"
341,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 101     - Minimum CGPA: 8.61      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.52"
342,"university of melbourne in Australia offers the program AI & ML.      Admission Requirements:     - GRE Score: 323     - TOEFL Score: 101     - Minimum CGPA: 9.38      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 36000      Admission Insight:     - Chance of Admission: 0.54"
343,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 310     - TOEFL Score: 110     - Minimum CGPA: 8.77      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.64"
344,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 319     - TOEFL Score: 108     - Minimum CGPA: 7.72      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.6"
345,"mit in USA offers the program Computer Science.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 112     - Minimum CGPA: 8.69      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 55000      Admission Insight:     - Chance of Admission: 0.67"
346,"university of cambridge in UK offers the program Data Science.      Admission Requirements:     - GRE Score: 317     - TOEFL Score: 105     - Minimum CGPA: 7.1      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 37000      Admission Insight:     - Chance of Admission: 0.5"
347,"university of waterloo in Canada offers the program Software Engineering.      Admission Requirements:     - GRE Score: 336     - TOEFL Score: 100     - Minimum CGPA: 7.23      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 22000      Admission Insight:     - Chance of Admission: 0.49"
348,"university of oxford in UK offers the program Computer Science.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 105     - Minimum CGPA: 9.16      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 38000      Admission Insight:     - Chance of Admission: 0.56"
349,"university of sydney in Australia offers the program Data Science.      Admission Requirements:     - GRE Score: 294     - TOEFL Score: 92     - Minimum CGPA: 7.79      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 35000      Admission Insight:     - Chance of Admission: 0.36"
350,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 337     - TOEFL Score: 110     - Minimum CGPA: 9.19      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.68"
351,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 308     - TOEFL Score: 104     - Minimum CGPA: 9.29      Application Details:     - Deadline: Aug 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.53"
352,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 293     - TOEFL Score: 104     - Minimum CGPA: 9.43      Application Details:     - Deadline: Jan 31, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.57"
353,"rwth aachen in Germany offers the program Engineering.      Admission Requirements:     - GRE Score: 324     - TOEFL Score: 95     - Minimum CGPA: 9.67      Application Details:     - Deadline: Jan 31, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.55"
354,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 338     - TOEFL Score: 92     - Minimum CGPA: 7.72      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.59"
355,"university of waterloo in Canada offers the program Software Engineering.      Admission Requirements:     - GRE Score: 306     - TOEFL Score: 108     - Minimum CGPA: 7.28      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 22000      Admission Insight:     - Chance of Admission: 0.35"
356,"university of toronto in Canada offers the program Computer Science.      Admission Requirements:     - GRE Score: 333     - TOEFL Score: 99     - Minimum CGPA: 8.33      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 28000      Admission Insight:     - Chance of Admission: 0.55"
357,"university of edinburgh in UK offers the program Machine Learning.      Admission Requirements:     - GRE Score: 317     - TOEFL Score: 93     - Minimum CGPA: 7.48      Application Details:     - Deadline: Dec 15, 2024     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 27000      Admission Insight:     - Chance of Admission: 0.33"
358,"eth zurich in Switzerland offers the program Computer Science.      Admission Requirements:     - GRE Score: 319     - TOEFL Score: 119     - Minimum CGPA: 8.4      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, Motivation Letter, Research Proposal      Financial Information:     - Tuition Fee: 1500      Admission Insight:     - Chance of Admission: 0.55"
359,"university of toronto in Canada offers the program Computer Science.      Admission Requirements:     - GRE Score: 318     - TOEFL Score: 99     - Minimum CGPA: 8.82      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 28000      Admission Insight:     - Chance of Admission: 0.59"
360,"university of waterloo in Canada offers the program Software Engineering.      Admission Requirements:     - GRE Score: 335     - TOEFL Score: 98     - Minimum CGPA: 8.75      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 22000      Admission Insight:     - Chance of Admission: 0.63"
361,"tu munich in Germany offers the program Computer Science.      Admission Requirements:     - GRE Score: 295     - TOEFL Score: 117     - Minimum CGPA: 7.5      Application Details:     - Deadline: Jan 31, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.33"
362,"university of waterloo in Canada offers the program Software Engineering.      Admission Requirements:     - GRE Score: 324     - TOEFL Score: 117     - Minimum CGPA: 6.67      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 22000      Admission Insight:     - Chance of Admission: 0.4"
363,"university of waterloo in Canada offers the program Software Engineering.      Admission Requirements:     - GRE Score: 330     - TOEFL Score: 93     - Minimum CGPA: 7.72      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 22000      Admission Insight:     - Chance of Admission: 0.42"
364,"rwth aachen in Germany offers the program Engineering.      Admission Requirements:     - GRE Score: 326     - TOEFL Score: 113     - Minimum CGPA: 6.57      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.54"
365,"harvard university in USA offers the program Business Analytics.      Admission Requirements:     - GRE Score: 313     - TOEFL Score: 113     - Minimum CGPA: 9.56      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 54000      Admission Insight:     - Chance of Admission: 0.52"
366,"imperial college london in UK offers the program AI & Robotics.      Admission Requirements:     - GRE Score: 318     - TOEFL Score: 94     - Minimum CGPA: 7.38      Application Details:     - Deadline: Aug 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 36000      Admission Insight:     - Chance of Admission: 0.45"
367,"tu munich in Germany offers the program Computer Science.      Admission Requirements:     - GRE Score: 338     - TOEFL Score: 118     - Minimum CGPA: 6.62      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.56"
368,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 335     - TOEFL Score: 109     - Minimum CGPA: 6.1      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.48"
369,"university of sydney in Australia offers the program Data Science.      Admission Requirements:     - GRE Score: 320     - TOEFL Score: 103     - Minimum CGPA: 8.58      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 35000      Admission Insight:     - Chance of Admission: 0.52"
370,"stanford university in USA offers the program Data Science.      Admission Requirements:     - GRE Score: 324     - TOEFL Score: 92     - Minimum CGPA: 8.55      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57000      Admission Insight:     - Chance of Admission: 0.55"
371,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 113     - Minimum CGPA: 7.36      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.58"
372,"university of sydney in Australia offers the program Data Science.      Admission Requirements:     - GRE Score: 310     - TOEFL Score: 103     - Minimum CGPA: 6.29      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 35000      Admission Insight:     - Chance of Admission: 0.3"
373,"university of british columbia in Canada offers the program Data Science.      Admission Requirements:     - GRE Score: 321     - TOEFL Score: 96     - Minimum CGPA: 7.64      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 26000      Admission Insight:     - Chance of Admission: 0.39"
374,"rwth aachen in Germany offers the program Engineering.      Admission Requirements:     - GRE Score: 312     - TOEFL Score: 118     - Minimum CGPA: 7.24      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.55"
375,"university of edinburgh in UK offers the program Machine Learning.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 116     - Minimum CGPA: 8.71      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 27000      Admission Insight:     - Chance of Admission: 0.64"
376,"university of sydney in Australia offers the program Data Science.      Admission Requirements:     - GRE Score: 292     - TOEFL Score: 108     - Minimum CGPA: 8.42      Application Details:     - Deadline: Dec 15, 2024     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 35000      Admission Insight:     - Chance of Admission: 0.38"
377,"university of toronto in Canada offers the program Computer Science.      Admission Requirements:     - GRE Score: 307     - TOEFL Score: 107     - Minimum CGPA: 7.46      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 28000      Admission Insight:     - Chance of Admission: 0.61"
378,"stanford university in USA offers the program Data Science.      Admission Requirements:     - GRE Score: 314     - TOEFL Score: 106     - Minimum CGPA: 6.87      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57000      Admission Insight:     - Chance of Admission: 0.37"
379,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 331     - TOEFL Score: 114     - Minimum CGPA: 9.95      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.75"
380,"carnegie mellon university in USA offers the program AI & Machine Learning.      Admission Requirements:     - GRE Score: 320     - TOEFL Score: 106     - Minimum CGPA: 7.82      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 58000      Admission Insight:     - Chance of Admission: 0.47"
381,"university of sydney in Australia offers the program Data Science.      Admission Requirements:     - GRE Score: 292     - TOEFL Score: 96     - Minimum CGPA: 8.75      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 35000      Admission Insight:     - Chance of Admission: 0.33"
382,"uc berkeley in USA offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 329     - TOEFL Score: 112     - Minimum CGPA: 6.56      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 44000      Admission Insight:     - Chance of Admission: 0.44"
383,"rwth aachen in Germany offers the program Engineering.      Admission Requirements:     - GRE Score: 335     - TOEFL Score: 105     - Minimum CGPA: 7.94      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.7"
384,"imperial college london in UK offers the program AI & Robotics.      Admission Requirements:     - GRE Score: 313     - TOEFL Score: 93     - Minimum CGPA: 6.11      Application Details:     - Deadline: Jan 31, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 36000      Admission Insight:     - Chance of Admission: 0.3"
385,"uc berkeley in USA offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 339     - TOEFL Score: 102     - Minimum CGPA: 8.02      Application Details:     - Deadline: Dec 15, 2024     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 44000      Admission Insight:     - Chance of Admission: 0.54"
386,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 321     - TOEFL Score: 110     - Minimum CGPA: 9.86      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.73"
387,"university of edinburgh in UK offers the program Machine Learning.      Admission Requirements:     - GRE Score: 336     - TOEFL Score: 98     - Minimum CGPA: 7.54      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 27000      Admission Insight:     - Chance of Admission: 0.63"
388,"eth zurich in Switzerland offers the program Computer Science.      Admission Requirements:     - GRE Score: 311     - TOEFL Score: 97     - Minimum CGPA: 6.16      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, Motivation Letter, Research Proposal      Financial Information:     - Tuition Fee: 1500      Admission Insight:     - Chance of Admission: 0.3"
389,"rwth aachen in Germany offers the program Engineering.      Admission Requirements:     - GRE Score: 312     - TOEFL Score: 119     - Minimum CGPA: 6.12      Application Details:     - Deadline: Jan 31, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.44"
390,"heidelberg university in Germany offers the program Data Science.      Admission Requirements:     - GRE Score: 291     - TOEFL Score: 93     - Minimum CGPA: 7.55      Application Details:     - Deadline: Jan 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.34"
391,"uc berkeley in USA offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 97     - Minimum CGPA: 6.64      Application Details:     - Deadline: Jun 30, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 44000      Admission Insight:     - Chance of Admission: 0.32"
392,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 331     - TOEFL Score: 109     - Minimum CGPA: 6.09      Application Details:     - Deadline: Feb 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.45"
393,"university of manchester in UK offers the program Data Analytics.      Admission Requirements:     - GRE Score: 291     - TOEFL Score: 93     - Minimum CGPA: 9.02      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.33"
394,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 315     - TOEFL Score: 109     - Minimum CGPA: 7.83      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.45"
395,"harvard university in USA offers the program Business Analytics.      Admission Requirements:     - GRE Score: 306     - TOEFL Score: 106     - Minimum CGPA: 7.16      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 54000      Admission Insight:     - Chance of Admission: 0.52"
396,"heidelberg university in Germany offers the program Data Science.      Admission Requirements:     - GRE Score: 329     - TOEFL Score: 118     - Minimum CGPA: 9.6      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.68"
397,"mcgill university in Canada offers the program Engineering.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 110     - Minimum CGPA: 6.46      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 24000      Admission Insight:     - Chance of Admission: 0.45"
398,"mit in USA offers the program Computer Science.      Admission Requirements:     - GRE Score: 298     - TOEFL Score: 93     - Minimum CGPA: 9.82      Application Details:     - Deadline: Dec 15, 2024     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 55000      Admission Insight:     - Chance of Admission: 0.51"
399,"university of oxford in UK offers the program Computer Science.      Admission Requirements:     - GRE Score: 332     - TOEFL Score: 111     - Minimum CGPA: 7.26      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 38000      Admission Insight:     - Chance of Admission: 0.66"
400,"eth zurich in Switzerland offers the program Computer Science.      Admission Requirements:     - GRE Score: 337     - TOEFL Score: 116     - Minimum CGPA: 9.55      Application Details:     - Deadline: Jul 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, Motivation Letter, Research Proposal      Financial Information:     - Tuition Fee: 1500      Admission Insight:     - Chance of Admission: 0.73"
401,"heidelberg university in Germany offers the program Data Science.      Admission Requirements:     - GRE Score: 328     - TOEFL Score: 97     - Minimum CGPA: 8.41      Application Details:     - Deadline: Jan 31, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, APS Certificate, Language Proficiency, Blocked Account Proof      Financial Information:     - Tuition Fee: 500      Admission Insight:     - Chance of Admission: 0.48"
